ID,MinReqsText,RecReqsText
450670,Minimum:OS: Windows 7 8 10Processor: Core i3 6100 AMD X4 860 and above (May work on lower specifications)Memory: 4 GB RAMGraphics: GTX 650Ti Radeon HD 5870 (May work on lower specifications)DirectX: Version 10Network: Broadband Internet connectionStorage: 4 GB available spaceSound Card: GenericAdditional Notes: If your PC is struggling for 60hz framerate try the windowed mode and make the window smaller.,Recommended:OS: Windows 7 8 10Processor: Core i5-2500 AMD FX-8120 and above (May work on lower specifications)Memory: 8 GB RAMGraphics: GTX 750 Radeon HD 6950 (May work on lower specifications)DirectX: Version 10Network: Broadband Internet connectionStorage: 4 GB available spaceSound Card: All
450700,Minimum:OS: Windows 7Processor: Core 2 Duo 2.0 Ghz+Memory: 2048 MB RAMGraphics: Intel HD 3000+ / AMD Radeon HD 4000+ / NVIDIA GeForce GT 200+Storage: 300 MB available spaceAdditional Notes: Requires stable OpenGL 3.2 drivers with GLSL support,
450710,Minimum:OS: Microsoft Windows 10 8.1/8 7Processor: Intel Core 2 Duo 2.66GHz AMD Phenom 2.10GHzMemory: 2 GB RAMGraphics: ATI/AMD: Radeon HD 5000Storage: 500 MB available space,
450740,Minimum:OS: Windows 7Processor: Intel i5Memory: 4 GB RAMGraphics: Nvidia GTX 660 (No VR) - Nvidia GTX 970 (VR) or AMD equivalentDirectX: Version 11Storage: 4.4 GB available space,Recommended:OS: Windows 8.1Processor: Intel i5-4590 equivalent or greaterMemory: 8 GB RAMGraphics: Nvidia GTX 950 (No VR) - Nvidia GTX 980 (VR) or AMD equivalent or greaterDirectX: Version 11Storage: 5 GB available space
450840,Minimum:OS: Windows 8 and aboveProcessor: 1 Ghz or fasterMemory: 1 GB RAMDirectX: Version 11Storage: 1 GB available space,
450850,Minimum:OS: Vista 7 8 10Processor: 2Ghz+Memory: 1 GB RAMGraphics: Integrated GraphicsStorage: 500 MB available space,
451000,Minimum:OS: Windows 7 (64-bit)Processor: 2.3 GHz Intel Core i3Memory: 20 MB RAMDirectX: Version 12Storage: 200 MB available space,
451010,Minimum:OS: Windows 7 SP1 or newerProcessor: Intel Core i5 4590 or AMD FX 8350 or greaterMemory: 4 GB RAMGraphics: GeForce GTX 970 or AMD Radeon R9 290 or betterDirectX: Version 11Storage: 8 GB available spaceSound Card: Any,Recommended:OS: windows 10Processor: Intel Core i7 4790KGraphics: GeForce GTX 980DirectX: Version 11Network: Broadband Internet connectionStorage: 11 GB available spaceSound Card: any
451020,Minimum:OS: Windows 7 / 8 / 10 32 or 64 bitProcessor: 2.0 GHz CPUMemory: 2 GB RAMGraphics: DirectX compatible graphic card with 512 MB RAMDirectX: Version 11Storage: 5 GB available spaceSound Card: DirectX compatibleAdditional Notes: These are preliminary system specs that can and will change!,
451080,Minimum:OS: Windows 7Processor: Intel i5-4590Memory: 8 GB RAMGraphics: NVIDIA GTX 970,Recommended:OS: Windows 7Processor: Intel i7-4770Memory: 16 GB RAMGraphics: NVIDIA GTX 980ti
451100,Minimum:OS: Windows XP (SP3) Windows Vista (SP2) Windows 7 Windows 8Processor: Intel Core 2 Duo AMD Athlon X2 or equal at 1.6GHz or betterMemory: 2 GB RAMGraphics: DirectX 9.0c-compatible SM 3.0-compatibleDirectX: Version 9.0cStorage: 2 GB available spaceSound Card: DirectX 9.0c-compatible 16-bit,Recommended:OS: Windows 7 8Processor: QuadCore 2.0 GHz+Memory: 4 GB RAMGraphics: DirectX 9.0c-compatible SM 3.0-compatible 1024MB VRAM+DirectX: Version 9.0cStorage: 4 GB available spaceSound Card: DirectX 9.0c-compatible 16-bit
451130,Minimum:OS: 98/ME/2000/XPProcessor: 32Memory: 1 GB RAMGraphics: VGA 3D 32 MBDirectX: Version 8.1Network: Broadband Internet connectionStorage: 1 GB available space,Recommended:OS: XP/Vista/7 (8 & 10)*Processor: 32/64 bitMemory: 2 GB RAMGraphics: VGA 3D 128 MB or HigherDirectX: Version 9.0cNetwork: Broadband Internet connectionStorage: 2 GB available spaceAdditional Notes: Windows 8 & 10 requires windows 7 compatibility mode and must run as admin.
451140,Minimum:OS: Windows XP/Vista/7/8Processor: 1.0 GHzMemory: 1024 MB RAMDirectX: Version 9.0Storage: 787 MB available space,
451180,Minimum:OS: Windows 7810Processor: 2.4 GHz Dual coreMemory: 4 GB RAMGraphics: NVida GTX 560 tiDirectX: Version 11Network: Broadband Internet connectionStorage: 5 GB available space,
451200,Minimum:OS: Win 7 Win 8 Win 10Memory: 4 GB RAMStorage: 800 MB available space,
451210,Minimum:OS: Windows 7 32 bitProcessor: Intel Core i3Memory: 4 GB OZU MB RAMGraphics: GeForce GTX 470DirectX: Version 10Network: Broadband Internet connectionStorage: 1 GB available space,
451230,Minimum:OS: Windows7 Windows8 Windows10Processor: CPU AMD Athlon(tm) II X2 250 Processor(3000 Mhz) or Pentium dual-core CPUMemory: 2 GB RAMGraphics: NVIDIA Geforce GT 620 or higherDirectX: Version 9.0Network: Broadband Internet connectionStorage: 5 MB available space,Recommended:OS: Windows7 Windows8 Windows10Processor: Intel i5-3470 or higherGraphics: NVIDIA Geforce GTX650 or higherDirectX: Version 9.0Network: Broadband Internet connectionStorage: 5 MB available space
451330,,
451350,Minimum:OS: Windows XP Windows Vista Windows 7 Windows 8 Windows 10Processor: 1000 MhzMemory: 512 MB RAMGraphics: 128Storage: 111 MB available space,
451400,Minimum:OS: Windows Vista / 7 / 8 / 10Processor: 2Ghz dual coreMemory: 3 GB RAMGraphics: nVidia GeForce GTX 275 / ATI Radeon 4770Storage: 5 GB available spaceSound Card: Any,Recommended:OS: Windows Vista / 7 / 8 / 10Processor: 2Ghz quad coreMemory: 4 GB RAMGraphics: nVidia GeForce GTX 460 / ATI Radeon HD 5850 (or higher)Storage: 5 GB available spaceSound Card: Any
451520,Minimum:OS: Windows 7 Service Pack 1Processor: i5-4590 or equivalentMemory: 8 GB RAMGraphics: Nvidia Geforce GTX 980 or equivalentDirectX: Version 11Storage: 4 GB available spaceAdditional Notes: Wevr strongly recommends that your Power Plan under Windows Power Options be set to High performance or equivalent,Recommended:OS: Windows 7 Service Pack 1Processor: i7-5930K or equivalentMemory: 16 GB RAMGraphics: Nvidia Geforce GTX 980 or equivalentDirectX: Version 11Storage: 4 GB available spaceAdditional Notes: Wevr strongly recommends that your Power Plan under Windows Power Options be set to High performance or equivalent
451570,Minimum:OS: XP 7 8.1 10Processor: 1.5 GHz Dual CoreMemory: 2 GB RAMGraphics: Intel HD Graphics Nvidia or ATI card with at least 256MB VRAMDirectX: Version 9.0cStorage: 600 MB available spaceSound Card: DirectX Compatible Sound Card,
451600,Minimum:OS: Windows XPProcessor: Intel Core 2 DuoMemory: 2 GB RAMGraphics: GeForce 8600 / ATI 4650Storage: 2 GB available space,Recommended:OS: Windows 10Processor: Intel i5Graphics: GTX 760 / ATI HD 7950Storage: 2 GB available space
451640,Minimum:OS: Windows XP and newerProcessor: 1GhzGraphics: DirectX or OpenGL compatible cardStorage: 100 MB available space,
451650,Minimum:OS: Windows 7 SP1 Windows 8.1 or later Windows 10Processor: CPU: Intel i5-3340 AMD FX 8350 equivalent or betterMemory: 4 MB RAMGraphics: Nvidia GeForce GTX 660 AMD Radeon R9 290 equivalent or betterStorage: 300 MB available space,Recommended:OS: Windows 7 SP1 Windows 8.1 or later Windows 10Processor: CPU: Intel i5-4590 AMD FX 8350 equivalent or betterGraphics: Nvidia GeForce GTX 970 AMD Radeon R9 290 equivalent or betterStorage: 300 MB available space
451670,Minimum:OS: WINDOWS XP / WINDOWS VISTA / WINDOWS 7 / WINDOWS 8 / WINDOWS 10Processor: Any 64 or 32 bit processorMemory: 1 GB RAMStorage: 280 MB available space,
451700,Minimum:Storage: 250 MB available space,
451760,Minimum:OS: Windows XPProcessor: 1 GHz Intel or AMD ProcessorMemory: 1024 MB RAMGraphics: OpenGL or DirectX Compatible Graphics CardDirectX: Version 9.0cStorage: 500 MB available spaceAdditional Notes: Can run in software mode but you wont like it,Recommended:OS: Windows Vista or aboveMemory: 1024 MB RAMGraphics: 1920 x 1080 displayStorage: 500 MB available space
451800,Minimum:OS: Windows XP SP2+Processor: Intel Pentium 4 or equivalentMemory: 4 GB RAMGraphics: DX9 (shader model 2.0) capabilities; generally everything made since 2004 should work.DirectX: Version 9.0Storage: 10 GB available space,
451830,Minimum:OS: XP Vista 7 8Processor: Intel Quad-Core (q8300) 2500 MHzMemory: 1 GB OZU GB RAMGraphics: NVIDIA GeForce 660Ti or greater AMD Radeon HD 7950 or greater 2GB Video Card (Minimum Shader Model 2.0)Storage: 300 MB available spaceSound Card: DirectX Compatible Sound Card with latest drivers,Recommended:OS: XP Vista 7 8 - (64 Bit)Processor: CPU #1 Intel(R) Core(TM) i5-4460 CPU @ 3.20GHzMemory: 4 GB OZU GB RAMGraphics: NVIDIA GeForce 660Ti or greater AMD Radeon HD 7950 or greater 2GB Video Card (Minimum Shader Model 2.0)Storage: 300 MB available spaceSound Card: DirectX Compatible Sound Card with latest drivers
451840,Minimum:OS: Windows 8 or 10Processor: Intel i5Memory: 4 GB RAMGraphics: NVIDIA GTX 970DirectX: Version 11Storage: 6 GB available spaceAdditional Notes: Requires HTC Vive with 2m x 1.5m space,Recommended:OS: Windows 8 or 10Processor: Intel i7Memory: 4 GB RAMGraphics: NVIDIA GTX 980DirectX: Version 11Storage: 6 GB available spaceAdditional Notes: Requires HTC Vive with 2m x 1.5m space
451870,Minimum:OS: Windows 7 SP1 64 bit or newerProcessor: Intel i5-4590 equivalent or greaterMemory: 2 GB RAMGraphics: NVIDIA GTX 970 / AMD R9 290 equivalent or greaterDirectX: Version 11Network: Broadband Internet connectionStorage: 532 MB available space,
451880,Minimum:OS: Windows XP SP2/Vista/7/8/8.1/10Processor: 1.5Ghz or betterMemory: 1 GB RAMGraphics: 128mb Video Memory capable of Shader Model 2DirectX: Version 9.0cStorage: 550 MB available space,
451900,Minimum:OS: Windows XP SP2+.Processor: SSE2 instruction set support.Memory: 2 GB RAMGraphics: DX9 (shader model 2.0) capabilities; generally everything made since 2004 should work.Storage: 2 GB available space,
451920,Minimum:OS: Windows XP/Windows Vista/Windows 7/8/10Processor: 1.6 GHzMemory: 128 MB RAMGraphics: DirectX 9.0 CompatibleDirectX: Version 9.0Storage: 200 MB available spaceSound Card: DirectX 9.0 Compatible Sound,
451950,Minimum:OS: Windows 7 Windows 8 Windows 10 (32bit)Processor: Dual Core 2.5 GHZMemory: 4 GB RAMGraphics: 1 GB and Pixelshader 3.0DirectX: Version 9.0cNetwork: Broadband Internet connectionStorage: 6 GB available spaceSound Card: 2.0 Soundcard,Recommended:OS: Windows 7 Windows 8 Windows 10 (64bit)Processor: Quad-Core-Prozessor mit 32 GHzMemory: 16 GB RAMGraphics: 2 GB and Pixelshader 4.0DirectX: Version 11Network: Broadband Internet connectionStorage: 6 GB available spaceSound Card: 5.1 Soundcard
451990,Minimum:OS: Windows XPProcessor: Dual Core CPU 2.4 gHzMemory: 4 GB RAMGraphics: Intel HD Graphics 4000 Nvidia GeForce 8000 ATI Radeon HD 4800 SeriesDirectX: Version 10Storage: 700 MB available spaceSound Card: Windows Compatible CardAdditional Notes: We recommend updating your PCs hardware drivers before playing. If your PC is no longer supported by your manufacturer and your hardware drivers are very old you may experience difficulty running the game. Please check with your PC manufacturer for more details.,Recommended:Processor: Intel i3Memory: 4 GB RAMDirectX: Version 12Sound Card: Windows Compatible Card
452000,Minimum:OS: Windows: XP / Vista / 7 / 8Processor: 2.2 GHz Dual Core (Intel Core 2 Duo AMD Athlon X2)Memory: 2 MB RAMGraphics: Geforce GTX 260 / Radeon HD 4850 Shader Modell 2.0 or higher with latest driverDirectX: Version 9.0cStorage: 400 MB available space,Recommended:OS: Windows: XP / Vista / 7 / 8Processor: 2.6 GHz Quad Core (Intel Core i5 AMD Phenom X4)Memory: 4 GB RAMGraphics: Geforce GTX 560 / Radeon HD 7790 Shader Modell 3.0 or higher with latest driverDirectX: Version 9.0cStorage: 400 MB available space
452060,Minimum:OS: Windows XP Vista 7 8 or 10Processor: Dual CoreMemory: 2 GB RAMGraphics: 512 MB,
452120,Minimum:OS: Windows 7 64-bitProcessor: Intel(R) Core(TM)2 Duo CPU     T6400  @ 2.00GHz (2 CPUs) ~2.0GHzMemory: 2048 MB RAMGraphics: ATI Mobility Radeon HD 4650Storage: 2 GB available space,
452180,Minimum:OS: Windows 7Processor: 2.1 GhzMemory: 2 GB RAMDirectX: Version 9.0cStorage: 400 MB available spaceAdditional Notes: Does not support Online play. LAN play is supported.,
452240,Minimum:OS: Windows 8.1 or newerProcessor: Intel i5-4590 or betterMemory: 4 GB RAMGraphics: NVIDIA GTX 970 / AMD 290 or betterDirectX: Version 11Storage: 256 MB available space,
452320,Minimum:OS: Windows 7Processor: Dual CoreMemory: 2 GB RAMGraphics: Intel HDStorage: 1 GB available space,
452340,Minimum:OS: Windows 7Processor: Intel(r) Core(tm) 2 Duo 2.4 GHzMemory: 4 GB RAMGraphics: NVIDIA(r) GeForce(r) GTX260Storage: 2500 MB available space,
452420,Minimum:OS: Windows Vista / 7 / 8.1 / 10Processor: Intel Core i3 2GHz or faster processorMemory: 3 GB RAMGraphics: Intel(R) HD Graphics 3000DirectX: Version 9.0cNetwork: Broadband Internet connectionStorage: 4 GB available spaceSound Card: DirectSoundAdditional Notes: Xbox 360 compatible controller recommended,
452440,Minimum:OS: Windows VistaMemory: 1 GB RAMDirectX: Version 9.0cStorage: 2 GB available space,Recommended:OS: Windows 7/8/10Memory: 2 GB RAMGraphics: 1280 x 720 or Greater ResolutionDirectX: Version 9.0c
452450,Minimum:OS: Windows 7 64-bitProcessor: Intel Core i5Memory: 2 GB RAMGraphics: Nvidia Geforce GTX 570 or AMD Radeon HD 6870DirectX: Version 10Storage: 4 GB available space,Recommended:OS: Windows 7 64-bitProcessor: Intel Core i7Memory: 4 GB RAMGraphics: Nvidia Geforce GTX 770 or AMD Radeon R9 270xDirectX: Version 11Storage: 4 GB available space
452490,,Recommended:OS: Windows 7 SP1 Windows 8.1 or Windows 10Processor: Intel(r) i5-4590 / AMD FX 8350 equivalent or greaterMemory: 4 MB RAMGraphics: NVIDIA GeForce(r) GTX 970 Ti / AMD Radeon(tm) R9 290 equivalent or greaterStorage: 240 MB available spaceAdditional Notes: Recommended play area is 2.6 x 2.6 but smaller is also possible.
452510,Minimum:OS: Windows 7 / 8 / 8.1Processor: Intel Core i5 2.0 GHzMemory: 2 GB RAMGraphics: Nvidia GeForce GTX 560 / Radeon HD 7770DirectX: Version 9.0cNetwork: Broadband Internet connectionStorage: 8 GB available spaceAdditional Notes: Display Resolution 1280x720 and above recommended.,
452570,Minimum:OS: Windows 7 Windows 8/8.1 Windows 10Processor: Intel Core 2 Duo E4500 @ 2.2GHz or AMD Athlon 64 X2 5600+ @ 2.8 GHzMemory: 4 GB RAMGraphics: GeForce 240 GT or Radeon HD 6570 - 1024 MB (1 gig)DirectX: Version 9.0cStorage: 323 MB available spaceSound Card: DirectX Compatible Sound Card with latest drivers,
452640,Minimum:OS: Windows 7 8 or 10 (64bit)Processor: Intel Core i7-2600K 3.40GHzMemory: 8 GB RAMGraphics: NVIDIA GTX 970 or AMD Radeon R9 290DirectX: Version 11Storage: 8 GB available spaceSound Card: DirectX Compatible Sound Card with latest drivers,
452650,Minimum:OS: Windows XP SP2Processor: 1.5 GhzMemory: 4 GB RAMGraphics: DirectX compatible graphics card with 1 GB dedicated video memoryDirectX: Version 10Network: Broadband Internet connectionStorage: 10 GB available spaceSound Card: Stereo sound cardAdditional Notes: Without a fast CPU or solid state hard drive loading levels will take a while,Recommended:OS: Windows 8Processor: 2 GhzMemory: 6 GB RAMGraphics: DirectX compatible graphics card with 2 GB dedicated video memoryDirectX: Version 11Network: Broadband Internet connectionStorage: 15 GB available spaceSound Card: Stereo sound card
452710,Minimum:OS: Windows 8 or newerProcessor: Intel i5-4590 or similarMemory: 8 GB RAMGraphics: Geforce GTX 970 or similarDirectX: Version 11Storage: 12 GB available spaceAdditional Notes: ... requires a HTC Vive to run.,Recommended:OS: Windows 8 or newerProcessor: Intel i7-4770 or similarMemory: 8 GB RAMGraphics: Geforce GTX 980 Ti or similarDirectX: Version 11Storage: 12 GB available spaceAdditional Notes: ... requires a HTC Vive to run.
452780,Minimum:OS: Windows 7Memory: 2 GB RAMDirectX: Version 10Storage: 700 MB available space,
452860,Minimum:OS: Windows VistaProcessor: 2.0 GHz ProcessorMemory: 1024 MB RAMGraphics: OpenGL 2.0 compatible graphicsStorage: 200 MB available spaceSound Card: OpenAL compatible sound card,
452920,Minimum:OS: Windows 7 or aboveProcessor: Intel dual core processor 2GHz or fasterMemory: 2 GB RAMGraphics: Dedicated graphics with 256MB memory or moreStorage: 300 MB available space,
452930,Minimum:OS: Windows Vista / 7 / 8 / 10Processor: Intel Core 2 Duo / AMD Athlon X2 min: 2.4 GHzMemory: 2 GB RAMGraphics: Nvidia GeForce 570 with 256 MB memory or comparable AMDDirectX: Version 9.0cStorage: 200 MB available space,
452940,Minimum:OS: Windows(r) Vista (SP 2) 7 (SP1) 8 8.1 or 10Processor: Pentium(r) (2009)/Core i3(r) 2 GHz or equivalentMemory: 2 GB RAMGraphics: Any Direct3D 9 compatible graphics card with at least 128MB of memoryDirectX: Version 9.0Storage: 1 GB available spaceSound Card: Any DirectX 9 compatible sound cardAdditional Notes: Internet connection required for installation updates and web links. Broadband required for voiceovers.,
452950,Minimum:OS: Windows(r) Vista (SP 2) 7 (SP1) 8 8.1 or 10Processor: Pentium(r) (2009)/Core i3(r) 2 GHz or equivalentMemory: 2 GB RAMGraphics: Any Direct3D 9 compatible graphics card with at least 128MB of memoryDirectX: Version 9.0cStorage: 7 GB available spaceSound Card: Any DirectX 9 compatible sound cardAdditional Notes: Internet connection required for installation updates and web links. Internet Explorer 9 or higher. Windows Media Player 11 (or higher),
452970,Minimum:OS: Windows 7 / Windows 8 / Windows 10Processor: Core i5 processor or equivalentMemory: 4 GB RAMGraphics: Intel HD4400 / AMD Radeon 5750 1Gb VRAM / NVidia Geforce 640 1Gb VRAMDirectX: Version 11Storage: 3 GB available space,Recommended:OS: Windows 7 / Windows 8 / Windows 10Processor: Core i5 processor or equivalentMemory: 8 GB RAMGraphics: NVIDIA 760 series 2Gb VRAM or better / AMD Radeon R9 270X 2Gb VRAM or betterDirectX: Version 11Storage: 3 GB available space
453000,Minimum:OS: Windows Vista/7/8 or laterProcessor: i5Memory: 8 MB RAMGraphics: 970 or higher,
453030,Minimum:OS: Windows XP SP2+Processor: Dual Core- Intel(r) Core (TM)2 CPU -T7200 @ 2.00 GHzMemory: 3 GB RAMGraphics: Graphics card with DX9 (shader model 2.0) capabilities / ATI Mobility Raedon X1600DirectX: Version 9.0Storage: 3 GB available spaceSound Card: OnBoard Audio,Recommended:OS: Windows 7+Processor: Dual Core / FX 4300 4x4.00 GHz Turbo or betterMemory: 8 GB RAMGraphics: GeForce GTX750 equivalent or betterDirectX: Version 9.0Storage: 3 GB available spaceSound Card: Anything better then OnBoard Audio
453090,Minimum:OS: Windows Vista Windows 7 Windows 8 Windows 10Processor: 2.3 GHz Intel i5 or comparableMemory: 2 GB RAMGraphics: Shader Model 3.0 capabilities (most cards made since ~2004 should work)DirectX: Version 9.0cStorage: 1 GB available space,Recommended:OS: Windows Vista Windows 7 Windows 8 Windows 10Processor: 2.6 GHz Intel i5 or comparableMemory: 4 GB RAMGraphics: Dedicated graphics cardDirectX: Version 11Storage: 1 GB available space
453100,Minimum:OS: Windows 7Processor: Dual core from Intel or AMD at 2.0 GHzMemory: 2 GB RAMGraphics: nVidia 320M or higher or Radeon 7000 or higher or Intel HD 3000 or higherStorage: 2 GB available space,
453130,Minimum:OS: XP SP2Processor: Intel Core 2 Duo (or AMD equivalent)Memory: 1024 MB RAMGraphics: DirectX 9 compatible 256 MB graphics memoryDirectX: Version 9.0cStorage: 1200 MB available space,
